Author,Review,Rating,Restaurant,Location
David Koh,,"Rated 4.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
Bill K.,,"Rated 2.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
D Wong,,"Rated 5.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
Shasi Rao GSangaya,,"Rated 5.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
jeff wong,,"Rated 4.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
Alex Diong,,"Rated 5.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
how luk,,"Rated 4.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
CH Chong (Justin),,"Rated 4.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
yuki lim,,"Rated 5.0 out of 5,",Buns & Noodles,"13-G, Jalan Sungai Burung W 32/W, Bukit Rimau, Shah Alam, Selangor"
miao 69,"Parking, a lot, no need to queue or wait.Menu, also a lot like actually too much.Food, good thing is large portion and quite fast service there are not many people but taste is okay. Not exceptional but not bad either.Price, well pretty much average except for beverage I guess. Mint tea not really nice for us.Conclude, 4 out 5 because large portion and fast service. Recommended if nearby and want the experience.Parking, a lot, no need to queue or wait.Menu, also a lot like actually too much. …More","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Nithya Vini,"Looking for a palace to have your food? This is the place.Huge portions of food (the big platter can feed 6-8pax, but staff will say only for 4 pax. Ample parkings, staffs are attentive. Good spread of food. Loved the Lemon Mint drink, we ordered a jug and still craving for it.Each set comes with bread so don't order many sets unless you can finish them or if you came in big group. Lastly we had black coffee in their jug (refer to the pic), it was very strong and had a good aroma.Worth the money and 1 thing I didn't like was the curry served with the platter, it was watery but we didn't take it anyway.Looking for a palace to have your food? This is the place.Huge portions of food (the big platter can feed 6-8pax, but staff will say only …More","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Syahirah N.,"Huge portion! One of the best and authentic arabic cuisine i have tasted. Would definitely come again. Only thing is, the staffs are not so friendly and pretend didnt see us when we called them. But anyways still acceptable though","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Kenkeh Hi,"This is my 1st time to this outlet , usually go KL one . Serving is big so I share with my aunt , the Arabic Sambal need to pay extra rm3 and it use to be free . So far the food is good ..","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Sofie Adie,"This is my second time eating here. This place is suitable for big family eating together. The food portions is very satisfied. 2-4pax is enough for 6 pax.Very happenings and lovely place. One thing I dislike about this restaurant is their toilet. It’s very a big turn off…other than that, everything just fineThis is my second time eating here. This place is suitable for big family eating together. The food portions is very satisfied. 2-4pax is enough for 6 pax. …More","Rated 3.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
izuan idris,"Nice restaurant. Big. Spacious. Don't worry for full.Ample parking. Free. Park inaide restaurant area.Staff not so friendly, but that's fine.Food delicious. Many options.I had lamb kebab, chicken grilled, hummus with lamb, saltah (chicken) and fahsa (lamb). Eat with yemeni bread.A tea pot of Adani tea.Price reasonable.I gave 4 stars because they missed the order. Saltah and Fahsa came a bit later. Ordering system should be improved maybe.Overall experience, good.Nice restaurant. Big. Spacious. Don't worry for full.Ample parking. Free. Park inaide restaurant area.Staff not so friendly, but that's fine. …More","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Chan Mei Theng,"Overall, the food was great and price is also reasonable. The portion is very generous. Will definitely recommend the lamb mandy. The lamb and rice taste just right with the right amount of spices. Not to forget, the lamb is really tender. The shish tawook is a little bit dry so not really to my liking. We ordered milk pudding for dessert and surprisingly it's not bad.The place is also clean with ample parking. Service was also very fast.Overall, the food was great and price is also reasonable. The portion is very generous. Will definitely recommend the lamb mandy. The lamb and rice taste just right with the right amount of spices. Not to forget, the lamb is really tender. …More","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Zolkarnain tun abdullah,Authentic Arabic food at reasonable price.The restaurant setup is also authentic.Though the taste could improve a bit more to compete with other similar restaurants. Especially the deserts.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Suhaimi Ramli,"This place was recommended by one of my friend when i text him ""bro, what is a nice place here in shah alam to get arabic cuisine?""1st time getting here, and im impressed with the building. Going inside, lots of people but they also got many tables for you to seat.Ordered Lamb Mandy, Chicken Kebab and Cheese Kunafa that night.Lamb Mandy : very big portion. Looks like the portion was for 3 person. Haha. The lambs were juicy and tender. I love it! The rice a bit dry, but it comes with soup and sambal.Chicken Kebab : nice to eat. Very soft and tender, the taste was good. But i was unable to finish it due to the Mandy's portion was so huge.Cheese Kunafa : im not into kunafa usually. But this is my wife's review. The Kunafa was nice, but a bit milky, taste like a sweetener. But she love the cheese all over the Kunafa.A bit bad review: the staff was not so friendly. Need to improve on this. I asked the staff to pack my lemon juice, as i need to rush for another place. One of the staff took my juice and bring it somewhere. After 5 minutes, i still didnt get my juice back. I go to the kitchen and ask one of the staff, but the staff keep on pushing me to go to another counter by saying ""air order sana"" and repeat it a few times eventhough i still not finish my talking.Otherwise, the foods all good. The place was nice to bring family. Recommended 🙌This place was recommended by one of my friend when i text him ""bro, what is a nice place here in shah alam to get arabic cuisine?"" …More","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Achmal,"The food is super delish! Really feel like in middle east with the chicken mandy and shawarma, add with quench-thirst mango lassi and sweet mint tea are an absolute arab dishes experience. The service is quite satisfying but could be better.","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
itsmekiru xx,Ample of parking. Alot of food on the menu until confused on what to order. The portions are huge. 2 pax can feed 3 actually. Satisfied dinner,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Dhiaulddin Sabri,"The place was nice and elegant. At first glimpse i thought that this arabian restaurant going to cost you tons but im wrong! Its affordable and the taste is really good.I eat lamb kabsa and my fiance were getting lamb mandi as her dinner. Wow. Superb taste, big portion and the staff were kind.Great work and keep it up. Going to repeat soonnnnn.. alhamdulillahThe place was nice and elegant. At first glimpse i thought that this arabian restaurant going to cost you tons but im wrong! Its affordable and the taste is really good. …More","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Lina Rahimi,"The best lamb nasi arab i have ever tried. I could not remember the name of the dish. But, i shared the photo here. The shawarme beef was tasty too! Of course i ended my lunch with adani tea.","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Roslin Othman,"One of our family favourite place. The food are good with reasonable price. This place is comfortable for dine-in during Covid-19, had plenty of table and you can choose good spot that suit you. Easy to park because it located at one single building. Good service and hospitality.","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Nu'man Hilmy Mujahid,"The restaurant location is easy to find. Ample of parking spaces. When we arrived at 12.30pm on weekend, the place was still not fully occupied. We ordered lamb mandy for 3 pax but I must say that it was more than enough for 4-5 pax. The shawarma chicken and lamb are great dishes to be tried. Overall, this place is recommended for nasi arab lovers and we will come again, insyaAllah.The restaurant location is easy to find. Ample of parking spaces. When we arrived at 12.30pm on weekend, the place was still not fully occupied. We ordered lamb mandy for 3 pax but I must say that it was more than enough for 4-5 pax. The …More","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Saiful Nizam A Bakar,"Big, nice, lots of tables, fast order taking and delivering also power of suggestions given","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
NJ N,"From its exterior, one would have thought that the price will be expensive. But not to worry as the price here is reasonable and the food usually came in portion that can be eaten by two adults. I especially liked their shawarma, kebab, samosa. Rice tasted OK. This place is a good place to cater for big families, loud families😁, and kid friendly too. This place has a very nice ambient, spacious and have lots of parking space. The service was quite fast too.From its exterior, one would have thought that the price will be expensive. But not to worry as the price here is reasonable and the food usually came in portion that can be eaten by two adults. I especially liked their shawarma, kebab, …More","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Thiagu Ji,Had good dinner here. All taste good. I like the drinks here especially jug juices. Bread size quite large when ordered gravy it’s come with set of bread. Nice environment with Arab concept of decorations and lighting. Will come again if wanted to have Arabic gravy and bread,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Nik Zafri Abdul Majid,"1st time hereValue for money and. delicious choices2nd time hereWith wife and my youngest son. Lamb Mandy is definitely a favourite. The Arabic Tea as drink, Lamb Mandy as main course, Janna Custard as desert are fantastic combination. Lamb is so tender and delicious dipped with the sauce and soup. The price is affordable. Suitable for family1st time hereValue for money and. delicious choices …More","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Muhammad Iqbal Waliyuddin Md Zaid,The food is good and the price is very reasonable. Will repeat again,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
eymn shrl,Good food with standard price for middle east dishes. Recommended.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
AMIRA YUSOF,"Great place for dinner. If you stomach is small, dont order ala carte. Kindly share with someone otherwise you will membazir.  I like the kambing kabsah yummy","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
マヨチー,"Arabic beef shawarma is really nice, highly recommended","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
zaini ab.rahman,Food - delicious.Parking - easyService - fast & friendly,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
mario johannes dayan,Hands down the best Arabic cuisine I've tasted in Klang Valley.,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
nurQsyamsi GENGER,Excellent and highly recommended.The food was great. The ambiance and decor was exceptional. The staffs was efficient and food served almost immediately after ordering. The price was affordable and reasonable with huge portions. Advisable to order a set of dish each and then order again if its not enough or you will end up packing up the unfinished portions as the rice set is more than adequate for an average person.Excellent and highly recommended.The food was great. The ambiance and decor was exceptional. The staffs was efficient and food served almost immediately after ordering. The price was affordable …More,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Aineil Wahidah,The food was great. Went there for iftar. Felt the arabic vibe from the deco. The waiters are all kind because they gave us container for packing our left over. The dessert are all good and I love the baklava there. Parking is spacious. It will be super packed when iftar time. Even inside the restaurant is packed because everyone is breaking their fast in one time. Got prayer room but a bit small. The music is a bit loud so I suggest to make it low a bit. Overall all good especially the food. I'm satisfied and would come here again.The food was great. Went there for iftar. Felt the arabic vibe from the deco. The waiters are all kind because they gave us container for packing our left over. The dessert are all good and I love the baklava there. Parking is spacious. It …More,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Fikah Zaini,"food was quite good but the shawarma is too dried. the restaurant is nice and spacious. customer service can be improved, had to wait for a while at the counter as the cashier went outside to chit chat with others.","Rated 3.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Azim Azmi,Nice choice for buffet nasi arab,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
natasha aida,"Suggest to add few station (eg: appetizer, main course, dessert) for Ramadhan buffet. Huge space & full house- I believe there's something that the management can do to avoid nonsense long queue. It's definitely not convenient if you come here with elderly / kids. Hopefully can improve.","Rated 1.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
mohamad saiful abdul rani,Great arabic food can be found here. A little bit pricey but the portion quite big for me. The environment of the restaurant also good with a very big space and nice air conditioning. There were also amenities for disable people.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Amin Jamal,"What a great place to have an authentic arabic cuisine. The lamb was very tender and melt in mouth. Chicken shawarma was superb. Although the restaurant was crowded especially during iftar in ramadhan, however the food came just in time. The surau and toilet were pretty neat and comfortable as well.","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
HK MJ,"Cheap for the portion. Chicken is juicy. If you have time, order the fire grillEdit 15.5.2022. Additional review below.Dont bother getting the grill meat/lamb kebab.Over done, very dry. Just stick to chicken shawarma or fire grill chicken.The mandy lamb is ok.The molawah (butchered spelling) bread. Stick to small, request for extra crispy. The large ones tend to be soft, not as crispy.Cheap for the portion. Chicken is juicy. If you have time, order the fire grillEdit 15.5.2022. Additional review below. …More","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Khalaf Hanafi,Great food and staff. Very clean environment and comfortable washroom. Prayer room also available. Good place to have a family event. Highly recommended!,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
ahmed bashir,"Very delicious, very cheap,very nice service","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Foinzia Aziz,"The place is huge and beautiful, the staff serving us is very helpful in suggesting menus for us to try. we even got free Baklava and bread courtesy of him. food was good and worth the price. overall a very good experience.","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Elly M,"Food is delicious especially the kabsah, mandy and kebab. We ordered mint tea but we hardly tasted the mint and the tea was sub par. Place has surau though so no worries to miss our solat. There is an upper floor that can be reserved for private functions.","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Mohamad Nizam Mohamed Shapie,"The al rawsha foods used to be fantastic and very good. But today, i ordered the lamb mashaf the sauce is not that thick compare to the precious visit here. I think the al rawsha in cheras is better than here. Maybe this is because the price in shah alam is 20% cheaper than in cheras. However, the restaurant is huge and very comfortable to have lunch or dinner with family.The al rawsha foods used to be fantastic and very good. But today, i ordered the lamb mashaf the sauce is not that thick compare to the precious visit here. I think the al rawsha in cheras is better than here. Maybe this is because the …More","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
F C,Very noisy place.Good Arabic food.Big portions.Shawarma a little poor.,"Rated 3.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Husna Zulkifli,"Really satisfied with the food and drinks. Ordered lamb and chicken mandy plus beef shawarma kebabs, just a little salty to my liking. A jug of orange juice and watermelon with mint tea were all worth the price. Recommended!","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Syahmi Ahmad,I recommend you try huge nan bread with fahsa chicken. Delicious! Make sure you bring your family ;),"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Zul Yusop,Dinner here on 17 Jan 2022. Easy parking inside compound. Good arabic food. Price reasonable. Average price for 8 persons= RM312 i.e. about RM40/ person. Consists of average RM28 (food) + RM12 (drinks),"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Chitra Viknesh,Middle Eastern food is served here. The menu comes with pictures so you know what you are ordering. Serving plate is huge so may share. I am a average sized eater. Good for big groups. There is prayer place and free parking.Try their tea which is interesting!,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
muhamad aszeri abd rahman,"The food is super Delicious, the staff also very friendly. This is my third time went to this restaurant","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
A. Syams,Delicious arabic food-good facility such as surau-no khunafah during my visit 😥- best place for gathering,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Yasmine Zailani,"Overall the food is good however the service is poor. Nobody wanna take my order, so I had to call them over. I'm disappointed.","Rated 3.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
ekin salim,We ordered lamb mandy and lamb Fahsa for lunch. Thumbs up for lamb fahsah. Veey nice. Fast service.,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
SVT 1477,It's good.... I came here for the buffet Ramadhan... It's good the food and drink are also good but the deserts quite disappoint because we only have two options of desert... I hope you can make more deserts....,"Rated 3.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Ezrin 123,Came here for wedding reception. Food was good. Good quality Arab food. Typical 4-star quality (which is good).,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Amy Nony,Easy to Find location 5/5Easy Parking 5/5Good service 5/5Fast Service 5/5Nice Taste 5/5Decoration & Comfortable 4/5Value Of Money 5/5Variety of Menu 4/5Easy to Find location 5/5Easy Parking 5/5Good service 5/5 …More,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
NurSyaniza SR,This is my family favourite restaurant.  The food is delicious.,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
MOHD ANUAR SAZALI,"Its such a nice place to brings friends, family or your loved ones at this restaurant. Of course all menu here related to middle east. You can try Lamb Mandy, Shawarma, Arrayesser & others menu. Should also try their ice-creams, chocolate with hazelnut. So good.","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Amalina Azman,The food is awesome. Price is very affordable.Went here a few times over the span of few years but the food still tasted the same. The service is quite inconsistent though; but the food is worth it.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Salleh abd rani,"Food was great, good for family dining. 1 of the best arabic cuisine in town.","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Norman MJ,Good location. Cozy place. Big space. Variaty menu.Recommended jordan lamb rice. Refer last attached photo.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Nu'man Izzat,I was invited when this restaurant was officiated. Great arab foods and reasonable price. Have prayer rooms. Service is fast.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Ray Usami,"Arab's meal catered to malays tongue. Mild n suitable for local taste. Sedap juga. Harga standard, puluh je. Shawarma is good.","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Nurul Haryani,"The portion is generous, price is affordable, seating is abundant and comfortable. The only complaint is the taste of the food. My family and I each ordered different dishes, and all of them are very salty. I couldn't even taste anything except saltiness for my fahsa. Please improve on this aspect as it is a major factor in attracting customers to return.The portion is generous, price is affordable, seating is abundant and comfortable. The only complaint is the taste of the food. My family and I each ordered different dishes, and all of them are very salty. I couldn't even taste anything …More","Rated 3.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
nizam aziz,"Ample free parking within the compound. Can be full during peak hours. Can park outside the compound(need to pay parking fees). Food wise - nothing great, so-so; have had better elsewhere. Pricey too. Excellent environment inside though.","Rated 3.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Syed Aftab Hussain Naqvi,I think it's the best middle Eastern restaurants in Shah Alam.It's mostly not busy.Mandi rice is best.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Azhar Rahmat,"Nice place to have lunch. Good food, specious, clean and nice pray room.","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
ada Am,that's my 1st and probably the last to this outlet i had the worst Alepo Kebab ( حلبي كباب) ever the meat is smelly and tastes like rotten.. i made a complaint to the manager and he said next will talk to the chief!!!,"Rated 1.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
LL Raymond Punithan,"Food sub par, overrated.Cocroach infestation and outdoor smell like seweage treatment plant.Not gonna go back there again","Rated 1.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
nusaibah hazrul,Food is nice. Very spacious and surau also provided here. Would be nice for family gathering or meetup. Will come again!,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
shuhairi mokhtar shuhairi mokhtar,The beat Nasi Aran in Shah Alam,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
alia,Foods were delicious and very fast service! Recommend 😋,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Adarsh Bala,"Delicious Middle Eastern cuisine in excellent surroundings. Lots of lamb and chicken kebabs, various Mandi rice and grilled fish.","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Roney Min,Good place for Arab food with nice decorations and music. Arabic dishes and cake also serve with good service.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Lifestyle Geek,"If you want to 'fefeeling' having dinner in a castle, this would be just the right place. During Ramadhan, it might be hard to find a parking space, so you'd have to come early.The menu is tasty and we enjoyed our iftar. Of course, if you're not used to middle eastern food, you'd might need some time adapting, but they are delicious in their own way. I think this restaurant is Yemeni.. this is important because the way they cook a dish differs in each country.Prayer space is available, it's a makeshift space, so if you're not comfortable with that, there's a mosque nearby.Our food came a bit slow because of the crowd, the waiter missed two dishes so we had to wait a little bit longer, but to me it's fine.Go on and give the place a try!If you want to 'fefeeling' having dinner in a castle, this would be just the right place. During Ramadhan, it might be hard to find a parking space, so you'd have to come early. …More","Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Ainul Hafiza,Super delicious lamb kebab! Spacious and responsive staffs. Good venue for gathering.,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Chilli Pepper,Decent for a casual dinner,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Rashidah Hamid,"Delicious food, we tried Kabsa Rice with lamb kebab & baklava. Great place to eat and reasonably priced.","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Ariff Badlishah,Best of the bestA nice place to meet up with friends and family while having meal. The food is delicious and the price is not skyrocketing-pricey. And most importantly the staff here are very friendly. Highly recommended and would love to come again in the future.! Parking is very spacious and easy to get in and out.Best of the bestA nice place to meet up with friends and family while having meal. The food is delicious and the price is not skyrocketing-pricey. And most importantly the …More,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Ir. Haji Abdul Rashid bin Haji Hashim,Excellent authentic Middle-eastern fare at reasonable prices. Ample parking space and conducive atmosphere.,"Rated 4.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Ivan Jayasinghe,"Lovely Arabic food, the rice options are absolutely amazing. My most preferred Arabic restaurant.","Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Ahmad Fuad Ramli,The best Arabic rice in Shah Alam as well as a comfortable and relaxing place to eat.,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Sofea 1993,"Lazy staff. Should have been more observant of their surrounding. They really look like they try to avoid looking at customers in case we try to order anything more. Such an annoying experience trying to make them to look at us to add more order. If u don feel like working, then dont work. There are many other people who need job and can do betterLazy staff. Should have been more observant of their surrounding. They really look like they try to avoid looking at customers in case we try to order anything more. Such an annoying experience trying to make them to look at us to add more …More","Rated 1.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
Hood Wahab,My mom's favorite place to have her lamb mandy. Don't forget the garlic sauce. The prices have increased a bit but some of the portions are pretty big so agak berbaloi. Love the interiors!,"Rated 5.0 out of 5,",ALRAWSHA RESTAURANT,"2, Jalan Platinum G 7/G, Seksyen 7, Shah Alam, Selangor"
