Author,Review,Rating,Restaurant,Location
anne,They serve the best green tea ever!,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Nancy Febe,Food here just delicious.😋,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Syaz Ali,Nice atmosphere.. cool plaxe to hangout.,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Hj Mohd Rosanno Hj Omar Ali,Nice atmosphere.  Suitable for group meetups.,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Sabtuyah Dye,Very nice place and view. Love it.,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
ROSESIMAH ENGGAM,nothing special.. u can find better food n drinks outside.,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
Memew Garfield,Okay. Went eating kimbap. Delicious.,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
erick henslan,big prawn!,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Che Mat,"Very expensive, MYR 6.50 for a cone ice-cream","Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
Azhar Yussoff,Recommended place,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Azlina Alias,The food I tried were all great!,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ian Chan,I went there for the coconut ice blended drink topped with caramel,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Alysther Laing,Just nice. Little messy,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Farhan Farid,Its happening......great place for hangout,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
zoulhilmy zarni,Expensive food & taste is dull,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
Maharizan,So hot....need proper ventilation system,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Leh Wong,Expensive with the quality of foods and drinks provided,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
SwitcHr,A perfect place to have dinner ♡,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Daphne Augustine Simun,Nice view but feel hot,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ai Mee,The Korean cuisine is re@lly good and affordable,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Fly High,Creative n try new experience,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Roy Ismyle,Nice live music by 2 young guitarists,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
M i k e y,"Damn expensive food, not recomended for families.","Rated 2.0 out of 5,",Container City Miri,"Sarawak, Miri"
Han Han,Love the coffe at the entrance... nice!,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Dorothy G,Beautiful,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
maoh hime,Nice place to hang out but the food ermm too bad,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Feidashi Mus,There is live band & a lot of foods to choose & eat🍲🍳🍗🍹🍽️🍴,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
kul khoirudin,Take a minute for enjoy tarik tea 😁,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ezwan,abit pricey.. but comfortable.,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Wan Khairunisa Hanim,Nice place. Nice food,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Salbiey Malek,I am amazed by the wall paintings made by Global art students! 😍,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
MOHAMMAD ALIF ASYRAF BIN ABDUL KARIM,Awesome creation & relaxing place,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Mohd Nizam Abd Moti,Good food and great vibe,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Zulhaidah Suboh,Come and try the foods n hv funs,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Zulhilmi Ahmad Sherjawi,Good place..many choices,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Yaw Fang Yip,Nice themeBut food is just so-so,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Rian Lian,Nice atmosphere to hang out,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
loowee jen,Scene & layout very nice,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Mohd Idrisfakaruddin,Food so-so. Ambience is the key...,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Diana Dee Winterstar,"Best drink, Tusan Coconut Shake","Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Tumpang Lalu,Fun place to hang out.,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Hafizul Aliff,Poor services. Late on food preparation. Not recommended.,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ahmad Firdaus Ahmad Zubir,Great choice of food!,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
DanishNasrullah,So many foods to choose  like OMG,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Iqwan Wan,No experience but nice & not bad for me,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
zera zainal,Do try the drinks from the new brew.,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
打杂的小兵LittlePawn,nothing really special，overpriced food,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Chin yu min,It's a relaxing place.,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Rieta ravael,Nice place,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Silent Cat,I have fun experience,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Kevin Amit,Nice place for food hunter!,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
L Sim,Good food and tasty,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Wesley Chan,Nice place nice foods,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
谢依玫Esther Sia,Korean food stall is quite alright.,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Fiz Zilni,The food satisfaction is mediocre.,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Saini Awang,Great place for dinner..,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
haddy arman,many choice of food,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Darence Senawat Matius,lot of good food,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Nick Khalik,Nice place to dine,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Suzana Jimain,Cool place,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
S - D (S - D),Lots of food choices.,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Steffy Clarence,A lot of food stalls to choose.,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
tommy chiu,Something new. Lots of special food,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Zechary Jamali,"Too crowded, too hectic for me.","Rated 2.0 out of 5,",Container City Miri,"Sarawak, Miri"
awang zakaria,Some times very dirty....,"Rated 2.0 out of 5,",Container City Miri,"Sarawak, Miri"
Malcolm,There's not many options.,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Mohammad Akmal,Good place with good vibe,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Eugen D,Great food court,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Khairol Anuar,very hot here,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
khairrul azahar,Nice place to eat,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Anies zainuddin,A variety of sarawak food,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
hezlin passin,Love the foods there,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Moses Thomas,Miri lovely place,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Aimi Khalid,New place to hangout in miri,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
wan mohamad amirul hakim,Food is expensive.,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Malaysa Solomon,Many choices for foods....,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
sofrizal junaidi,Small portion of food,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
mahgeki,Great atmosphere,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Mr. Nobody,Various type of food,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Percival Gou,Various choice of food,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Rahnia Emah,Lots of food choices,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Johari Pon,Slow delivery of ordering,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ghost 3one,Nice for relax,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Tania Debbie,LOVE IT!,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ribena Nenas,Shell out and tower juice,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
KOMONC3NT 5880,Prawn Noodles is the BOOM!,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Yusnani Abdullah,Organized!🏆🏁,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Gary Lau,Limited types of food,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Neil Lawrence,Nice ambience,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Razif Rashid,Closed down,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
junior 7m9 junior 7m9,goo now,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Safrina Evelyn,Nice ambience,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Just Fren,Nice ambience,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Nabil Abdullah,Rats and roaches everywhere,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
Samuel Tan,Nice ambience,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Nur Athirah Mohamad Jamil,nice place...,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
ariry assraf,Closed on Monday.,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
qaseemMD sina,Cage like experience,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Bella Luna,nice place,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Syafiee Arzemi,No varieties,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
gubal zainee,marvellous...,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Chris Fei,Is normal for me.,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Pamela Stacy Lorraine,Unique place,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Nurul Ashikin Bujang,Nice,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Nazirol Ghaffar,very chill at 🌃,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Isaac Bonnie,Stylish place,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Marshella Ann Anyau,Many choice 🍕🍔🍝🍖🍚🍜🍹🍺☕,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
A.N.A,Mmm,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ramsey Crown,Good place,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Jefferson Nuing Anak Jemie,Nice,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
t m,Good,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Watch me,Good place,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Mohd Alimin Hj Subohi,Good,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Andreas K. Stephen,Nice,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
WISHA wish,nice place,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Adli Rimaya,Nice,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Positive Mind,Must visit,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
abg mohd idris,very details,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Michael Lu Qin Qing,Good,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Adisteed,Alternative eateries,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Raf idah,Hipster,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Mohd sumardy Bani,Average,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
tlack,👍👍👍👍👍,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Mazalan Zaini,👍👍👍👍👍,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Hanym Imani,Interesting,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Tsai Hsia Lee,"(Translated by Google) There are 2 rows, 2 floors, a lot of snacks, what you like to buy and then find a seat to sit down, it is very special …More(Translated by Google) There are 2 rows, 2 floors, a lot of snacks, what you like to buy and then find a seat to sit down, it is very special(Original)有2排，2层，很多小吃，喜欢什么买了然后找位子坐下，很特别","Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Lang Yong,"(Translated by Google) Many mosquitoes are recommended to wear long trousers in the evening. The food is OK. I like his atmosphere, the place to go to the punch. It's just that the food has to pay attention to it. Well, you need to take it …More(Translated by Google) Many mosquitoes are recommended to wear long trousers in the evening. The food is OK. I like his atmosphere, the place to go to the punch. It's just that the food has to pay attention to it. Well, you need to take it yourself. Keep an eye on the bells of the store(Original)蚊子很多 晚上的话建议穿长裤， 食物还可以。我喜欢他的氛围，必去的打卡地点。只是食物要自己注意，好了需要自己去取。随时注意店家的铃铛声","Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
zhen Janes,"(Translated by Google) It's not bad to walk around at night, there are many murals and a lot of food. …More(Translated by Google) It's not bad to walk around at night, there are many murals and a lot of food.(Original)晚上来走走看看也不错，很多壁画，美食也很多。","Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Pabluco,"(Translated by Google) Good place to have dinner from different places: Chinese, Malaysian, Korean and even pasta, burgers and pizzas.There are several food stalls that serve you from foodtruck containers. …More(Translated by Google) Good place to have dinner from different places: Chinese, Malaysian, Korean and even pasta, burgers and pizzas.There are several food stalls that serve you from foodtruck containers.There is one of refreshing drinks and juices and one of ice cream and shakes. It is also possible to have coffee or tea.(Original)Buen lugar para cenar comida de diferentes lugares: china, malasia, coreana y hasta pasta, hamburguesas y pizzas.Hay varios puestos de comida que te sirven desde containers del tipo foodtruck.Hay uno de bebidas refrescantes y zumos y otro de helados y shakes. También es posible tomar café o té.","Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
hock seng wong,"(Translated by Google) This place was here last night with children or relatives and friends who ate Miri's very authentic coconut-flavored milkshake or mango, green tea, durian in several different flavors, delicious, ice cream and several …More(Translated by Google) This place was here last night with children or relatives and friends who ate Miri's very authentic coconut-flavored milkshake or mango, green tea, durian in several different flavors, delicious, ice cream and several flavors like durian coconut-flavored mango green tea Taste, good, good taste, it is worth aftertaste.(Original)这地方昨天晚上和孩子或亲人朋友在这地方吃美里非常地道的椰味奶昔或茫果，绿茶，榴莲几种不同口味，好喝，还有雪糕还有几种口味像榴莲椰味芒果绿茶口味，不错不錯好囗味，值得回味。","Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Jason Chang,"(Translated by Google) The concept of transforming a container into a restaurant is novel,Using a lot of colored lights and yellow bulbs is very atmosphere and fresh, but …More(Translated by Google) The concept of transforming a container into a restaurant is novel,Using a lot of colored lights and yellow bulbs is very atmosphere and fresh, but there are not enough food choices ... I honestly came twice, but I did not find the urge to sit down and enjoy.(Original)以货柜改造设计成餐厅的概念新颖，利用很多的彩灯及黄色灯泡很有气氛与新鲜感，不过美食选择不够多...老实说来了二次，却未找到令我能坐下来大快朵颐的冲动。","Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Muhammad Fadhil,(Translated by Google) less visitors at this time due to movement control commands. …More(Translated by Google) less visitors at this time due to movement control commands.(Original)kurang pengunjung pada masa ini kerana perintah kawalan pergerakan.,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
nany marsa,(Translated by Google) Place a place. Tp merchant service d stiap mall we have debt .. Out .... No more next time …More(Translated by Google) Place a place. Tp merchant service d stiap mall we have debt .. Out .... No more next time(Original)Tempat sdh cntik. Tp layanan peniaga d stiap stall mcm kita ada hutang.. Out.... No more next time,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
Thong Sai Kiong,"(Translated by Google) As the name implies, it is a dining environment where containers are put together. It is a pity that they only sell Muslim food. (no pork). …More(Translated by Google) As the name implies, it is a dining environment where containers are put together. It is a pity that they only sell Muslim food. (no pork).(Original)顾名思议就是货柜合拼起来的一个餐饮环境。可惜都只是售卖穆斯林食物为主。(没有猪肉)。","Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ben J O'tea,(Translated by Google) Many dlm list items are not available. Pls update the menu list. Thx …More(Translated by Google) Many dlm list items are not available. Pls update the menu list. Thx(Original)Banyak menu dlm list tak da. Pls update the menu list. Thx,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
One'D Boyz,(Translated by Google) Calm(Original)Tenang,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Fachrizal Pamungkas,(Translated by Google) Trmpat eat cossy to relax in miri(Original) …More(Translated by Google) Trmpat eat cossy to relax in miri(Original)Trmpat makan cossy untuk bersantai di miri,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Mohamad Afiffuddin,"(Translated by Google) These are shrimp in container city,Shrimp x cooking hahahaha …More(Translated by Google) These are shrimp in container city,Shrimp x cooking hahahaha(Original)Mkn mi udang d container city,Udang x masak hahahaha","Rated 2.0 out of 5,",Container City Miri,"Sarawak, Miri"
Auzani Mansor,(Translated by Google) Best mkn2 kat here(Original)Best mkn2 kat sini,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
samuel irawan,(Translated by Google) Best Shrimp Shrimp Noodle(Original)Best Mee Udang Serawak,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Thong Sk,(Translated by Google) Very creative business. . . It is a pity that it is halal. …More(Translated by Google) Very creative business. . . It is a pity that it is halal.(Original)很有创意的生意斗脑。。。可惜是halal的。,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
RAHMAN. Abd,"(Translated by Google) very nice,seeing is beliving …More(Translated by Google) very nice,seeing is beliving(Original)very nice,seeing is beliving","Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Danish Heart,(Translated by Google) The food is not satisfactory(Original)Makanan kurang memuaskan,"Rated 1.0 out of 5,",Container City Miri,"Sarawak, Miri"
Tai Yong Seng,,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Sham Sarawak,(Translated by Google) Great place for lepakking ....(Original)Great place for lepakking....,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Gohan Anak Melayu,,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
sandi tresno,"(Translated by Google) fun place,(Original)tempat y asyik,","Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
hage maru,"(Translated by Google) beautiful place, best.(Original)tempat cantik,best.","Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
麥G卫MY,(Translated by Google) Personally feel very good place 👌👍(Original)个人觉得很不错得地方👌👍,"Rated 3.0 out of 5,",Container City Miri,"Sarawak, Miri"
Rex小雨,(Translated by Google) Very nice place with a good atmosphere(Original)很不错的地方气氛很好,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Azri Amir Amran,(Translated by Google) Best(Original)Terbaik,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
K.Y. Lin,(Translated by Google) Local nightlife stronghold(Original)當地人的夜生活據點,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ray Guan,,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Suhaidi Umar,,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
sutin arifin123,(Translated by Google) Many like it(Original)Banyak yang suka,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
royis man,(Translated by Google) Clean area ..(Original)Kawasan bersih..,"Rated 4.0 out of 5,",Container City Miri,"Sarawak, Miri"
Ahmad Shafie H Ibrahim,,"Rated 5.0 out of 5,",Container City Miri,"Sarawak, Miri"
Hwee Chin Ong,"The seafood is rather fresh, but the sambal is the bomb... tastes good! Price a little above average but worth trying ;) best with big group of people..not so satisfied with the LaLa cause most are not opened! Best to add on more brocolli or corns as they absorb the ‘essence’. Slurps","Rated 4.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
M M,"Ordered scallop and lala, both not fresh. Although price charge is reasonable but will still think twice on the food freshness.","Rated 2.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Carolyne Eryna,"Whenever you visit Miri, do not leave this town without trying Fisherman's Wharf best menu which is the seafood shellout with SAMBAL sauce. It's sweet & savoury, spicy and rich taste definitely going to make you want to come back & crave for more!","Rated 5.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
zaya라떼,"Very fresh ShellOut in Miri can be found here at The Fisherman Wharf.Large crabs, prawn, squids. They sell lala, bamboo clam, green mussels and also scallop. Not to mention BBQ stingray and squid!! …MoreVery fresh ShellOut in Miri can be found here at The Fisherman Wharf.Large crabs, prawn, squids. They sell lala, bamboo clam, green mussels and also scallop. Not to mention BBQ stingray and squid!!Serve no pork. No alcohol. Muslim chefs and waitress :)Good for family gathering dinner/ lunch, or with friends.","Rated 5.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Liesa Talip,Portion wise & price are affordable. Sambal paste was delicious. Can choose from less spicy to more spicy. You can ask for gloves too. Preferably to make a reservation before you come as it tend to be full.,"Rated 5.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Dyg Nurulashikin,"I just went to this restaurant once so i tried their shell out and it is wow. A cup of rice is never enough. Everything was nice, clean and the workers is so friendly.","Rated 5.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Wahidi Nazri,"Taste good.. but, have to wait about 45 minutes.. another thing is, they forgot to add corn in my order.. 3 stars from me..","Rated 3.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
yonemusic,"Well.. im not a fan of no customer service. Its not bad, its just i think they dont have one. So, hope the management do something bout it. There's no please, and thank u. Baby seat ambil sendiri, self service katanya. Im okay with that. …MoreWell.. im not a fan of no customer service. Its not bad, its just i think they dont have one. So, hope the management do something bout it. There's no please, and thank u. Baby seat ambil sendiri, self service katanya. Im okay with that. But the gesture she told bout it is a bit inappropriate? Like talking to kid..im an adult btw. KFC yg self service pun, boleh tolong ambilkan if we ask for one. Hope for a better experience next time..","Rated 1.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Kawaii Otaku Elly,"We made a Reservation here to celebrate our Mum's Birthday and HONESTLY:Food is GREAT. …MoreWe made a Reservation here to celebrate our Mum's Birthday and HONESTLY:Food is GREAT.Service is GREAT [staff is helpfull, friendly and attentive].The place itself is also GREAT.The price is also AFFORDABLE [you choose what you want to eat and according to your own budjet].Thank you. Would definately come again.","Rated 5.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Maleena Wahap,"Tbh, from last yr banyak bad reviews on customer service. End yr 2020 already but service still not improve. Management pls look into this. Today 19/12/20 all 3 staffs not friendly, rude, sarcastic, slow & too lazy to serve customer. Simpan …MoreTbh, from last yr banyak bad reviews on customer service. End yr 2020 already but service still not improve. Management pls look into this. Today 19/12/20 all 3 staffs not friendly, rude, sarcastic, slow & too lazy to serve customer. Simpan makanan pun kasar, hantar makanan muka marah2 & tegur orang inappropriate way. No manner. Sorry. Seriously last yr exp the same & this yr also. 👎","Rated 1.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Jonny Tie,"Very special serving style. They pour the seafood that you order on the table. Don't worry, the put a layer of high quality plastic on the table. The sambal paste they use is delicious, take note that if you can't eat spicy food then don't …MoreVery special serving style. They pour the seafood that you order on the table. Don't worry, the put a layer of high quality plastic on the table. The sambal paste they use is delicious, take note that if you can't eat spicy food then don't try the medium or extra spicy. You're going to regret it. Lastly keep in mind that they used weight to serve their seafood, so if you can't eat a lot then ask a few friends to join you. Overall a must visit in miri town.","Rated 4.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Khin Fah Bong,Nice seafood uniquely served on plastic sheet without plates.,"Rated 4.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Azmi Abdul Aziz,Am sorry but as not as per I expected as reading all the full stars review.. way below my expectation.. complimentary star is just for you interior design and your friendly crew. Very limited choices during dinner not as stated in your menu..,"Rated 1.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
kermikdafrog,"i like my seafood to be boiled only and the sauce is separated since i like dipping the seafood into the sauce. the sauce is nice, has a sambal taste to it.the seafood is ok too.be sure to pre book because the place is too cute to accommodate more than it should.why not come here and have a taste.😋😋😋😋👍","Rated 4.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Sabrina Ramli,Food no doubt is good . Service from staff not so much . The staffs are not that friendly . One staff there was rude towards me . Service is slow too .,"Rated 2.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Hamsul Sulaiman,A new place for shell out lovers. Minimum order for each shellout at least minimum of 300 grams.The place located just infront Pullman hotel. You have to booked this place early because at the moment it is always full. They only serve 2 sessions. From 11-2 and 5pm to 10pm.,"Rated 5.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
Christopher Lantern,Bad customer service. Slow n rude…,"Rated 1.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
haziqah nasran,"tbh i love the food and drinks but the service i would say trash, i mean i do understand i visited the store at 9~ and it's packed but what makes me say their service trash is that, when we asked to repeat the order, then we clearly listen …Moretbh i love the food and drinks but the service i would say trash, i mean i do understand i visited the store at 9~ and it's packed but what makes me say their service trash is that, when we asked to repeat the order, then we clearly listen but the waitress says the wrong thing and we repeatedly corrected her, then she said ""listen first,"" like 😩😤😤 that makes the while mood change like 360° like her face ugh can u just smile like eventho ur frustrated but hey still u sgould smile to ur customer ugh.","Rated 3.0 out of 5,",The Fisherman Wharf,"Lot 1160, Jalan Sri Dagang, Miri, Sarawak"
